Dates,Canadian Dollar ($CADUSD) - Rate Value,Canada Prime Rate (%PRC1) - Rate Value,United States Prime Rate - Rate Value,Prime Rate Difference,Prime Rate Difference Percentage
1995-05-31,1.37,9.25,9.0,0.25,-0.027027027027026973
1995-06-01,1.37,9.25,9.0,0.25,-0.027027027027026973
1995-06-02,1.38,9.25,9.0,0.25,-0.027027027027026973
1995-06-05,1.38,9.0,9.0,0.0,0.0
1995-06-06,1.38,9.0,9.0,0.0,0.0
1995-06-07,1.38,9.0,9.0,0.0,0.0
1995-06-08,1.37,9.0,9.0,0.0,0.0
1995-06-09,1.38,9.0,9.0,0.0,0.0
1995-06-12,1.38,9.0,9.0,0.0,0.0
1995-06-13,1.38,9.0,9.0,0.0,0.0
1995-06-14,1.38,8.75,9.0,-0.25,0.02857142857142847
1995-06-15,1.38,8.75,9.0,-0.25,0.02857142857142847
1995-06-16,1.38,8.75,9.0,-0.25,0.02857142857142847
1995-06-19,1.38,8.75,9.0,-0.25,0.02857142857142847
1995-06-20,1.38,8.75,9.0,-0.25,0.02857142857142847
1995-06-21,1.38,8.75,9.0,-0.25,0.02857142857142847
1995-06-22,1.38,8.75,9.0,-0.25,0.02857142857142847
1995-06-23,1.37,8.75,9.0,-0.25,0.02857142857142847
1995-06-26,1.37,8.75,9.0,-0.25,0.02857142857142847
1995-06-27,1.38,8.75,9.0,-0.25,0.02857142857142847
1995-06-28,1.38,8.75,9.0,-0.25,0.02857142857142847
1995-06-29,1.38,8.75,9.0,-0.25,0.02857142857142847
1995-06-30,1.37,8.75,9.0,-0.25,0.02857142857142847
1995-07-05,1.37,8.75,9.0,-0.25,0.02857142857142847
1995-07-06,1.37,8.75,9.0,-0.25,0.02857142857142847
1995-07-07,1.36,8.5,8.75,-0.25,0.02941176470588225
1995-07-10,1.35,8.5,8.75,-0.25,0.02941176470588225
1995-07-11,1.35,8.5,8.75,-0.25,0.02941176470588225
1995-07-12,1.36,8.25,8.75,-0.5,0.06060606060606055
1995-07-13,1.36,8.25,8.75,-0.5,0.06060606060606055
1995-07-14,1.36,8.25,8.75,-0.5,0.06060606060606055
1995-07-17,1.36,8.25,8.75,-0.5,0.06060606060606055
1995-07-18,1.36,8.25,8.75,-0.5,0.06060606060606055
1995-07-19,1.36,8.25,8.75,-0.5,0.06060606060606055
1995-07-20,1.36,8.25,8.75,-0.5,0.06060606060606055
1995-07-21,1.36,8.25,8.75,-0.5,0.06060606060606055
1995-07-24,1.36,8.25,8.75,-0.5,0.06060606060606055
1995-07-25,1.36,8.25,8.75,-0.5,0.06060606060606055
1995-07-26,1.36,8.25,8.75,-0.5,0.06060606060606055
1995-07-27,1.36,8.25,8.75,-0.5,0.06060606060606055
1995-07-28,1.36,8.25,8.75,-0.5,0.06060606060606055
1995-07-31,1.37,8.25,8.75,-0.5,0.06060606060606055
1995-08-01,1.37,8.25,8.75,-0.5,0.06060606060606055
1995-08-02,1.36,8.25,8.75,-0.5,0.06060606060606055
1995-08-03,1.36,8.25,8.75,-0.5,0.06060606060606055
1995-08-04,1.36,8.25,8.75,-0.5,0.06060606060606055
1995-08-08,1.36,8.25,8.75,-0.5,0.06060606060606055
1995-08-09,1.36,8.25,8.75,-0.5,0.06060606060606055
1995-08-10,1.36,8.25,8.75,-0.5,0.06060606060606055
1995-08-11,1.36,8.25,8.75,-0.5,0.06060606060606055
1995-08-14,1.36,8.25,8.75,-0.5,0.06060606060606055
1995-08-15,1.36,8.25,8.75,-0.5,0.06060606060606055
1995-08-16,1.36,8.25,8.75,-0.5,0.06060606060606055
1995-08-17,1.36,8.25,8.75,-0.5,0.06060606060606055
1995-08-18,1.36,8.25,8.75,-0.5,0.06060606060606055
1995-08-21,1.36,8.25,8.75,-0.5,0.06060606060606055
1995-08-22,1.36,8.25,8.75,-0.5,0.06060606060606055
1995-08-23,1.36,8.25,8.75,-0.5,0.06060606060606055
1995-08-24,1.36,8.25,8.75,-0.5,0.06060606060606055
1995-08-25,1.35,8.25,8.75,-0.5,0.06060606060606055
1995-08-28,1.34,8.25,8.75,-0.5,0.06060606060606055
1995-08-29,1.34,8.0,8.75,-0.75,0.09375
1995-08-30,1.34,8.0,8.75,-0.75,0.09375
1995-08-31,1.34,8.0,8.75,-0.75,0.09375
1995-09-01,1.34,8.0,8.75,-0.75,0.09375
1995-09-05,1.34,8.0,8.75,-0.75,0.09375
1995-09-06,1.34,8.0,8.75,-0.75,0.09375
1995-09-07,1.34,8.0,8.75,-0.75,0.09375
1995-09-08,1.34,8.0,8.75,-0.75,0.09375
1995-09-11,1.34,8.0,8.75,-0.75,0.09375
1995-09-12,1.35,8.0,8.75,-0.75,0.09375
1995-09-13,1.35,8.0,8.75,-0.75,0.09375
1995-09-14,1.37,8.0,8.75,-0.75,0.09375
1995-09-15,1.37,8.0,8.75,-0.75,0.09375
1995-09-18,1.36,8.0,8.75,-0.75,0.09375
1995-09-19,1.36,8.0,8.75,-0.75,0.09375
1995-09-20,1.36,8.0,8.75,-0.75,0.09375
1995-09-21,1.36,8.0,8.75,-0.75,0.09375
1995-09-22,1.35,8.0,8.75,-0.75,0.09375
1995-09-25,1.35,8.0,8.75,-0.75,0.09375
1995-09-26,1.35,8.0,8.75,-0.75,0.09375
1995-09-27,1.35,8.0,8.75,-0.75,0.09375
1995-09-28,1.35,8.0,8.75,-0.75,0.09375
1995-09-29,1.34,8.0,8.75,-0.75,0.09375
1995-10-02,1.34,8.0,8.75,-0.75,0.09375
1995-10-03,1.33,8.0,8.75,-0.75,0.09375
1995-10-04,1.33,8.0,8.75,-0.75,0.09375
1995-10-05,1.34,8.0,8.75,-0.75,0.09375
1995-10-06,1.33,8.0,8.75,-0.75,0.09375
1995-10-10,1.34,8.0,8.75,-0.75,0.09375
1995-10-11,1.34,8.0,8.75,-0.75,0.09375
1995-10-12,1.34,8.0,8.75,-0.75,0.09375
1995-10-13,1.34,8.0,8.75,-0.75,0.09375
1995-10-16,1.34,8.0,8.75,-0.75,0.09375
1995-10-17,1.34,8.0,8.75,-0.75,0.09375
1995-10-18,1.34,8.0,8.75,-0.75,0.09375
1995-10-19,1.34,8.0,8.75,-0.75,0.09375
1995-10-20,1.35,8.0,8.75,-0.75,0.09375
1995-10-23,1.37,8.0,8.75,-0.75,0.09375
1995-10-24,1.37,8.0,8.75,-0.75,0.09375
1995-10-25,1.37,8.0,8.75,-0.75,0.09375
1995-10-26,1.37,8.0,8.75,-0.75,0.09375
1995-10-27,1.37,8.0,8.75,-0.75,0.09375
1995-10-30,1.36,8.0,8.75,-0.75,0.09375
1995-10-31,1.34,8.0,8.75,-0.75,0.09375
1995-11-01,1.35,7.75,8.75,-1.0,0.12903225806451624
1995-11-02,1.34,7.75,8.75,-1.0,0.12903225806451624
1995-11-03,1.35,7.75,8.75,-1.0,0.12903225806451624
1995-11-06,1.35,7.75,8.75,-1.0,0.12903225806451624
1995-11-07,1.36,7.75,8.75,-1.0,0.12903225806451624
1995-11-08,1.36,7.75,8.75,-1.0,0.12903225806451624
1995-11-09,1.36,7.75,8.75,-1.0,0.12903225806451624
1995-11-10,1.35,7.75,8.75,-1.0,0.12903225806451624
1995-11-13,1.35,7.75,8.75,-1.0,0.12903225806451624
1995-11-14,1.35,7.75,8.75,-1.0,0.12903225806451624
1995-11-15,1.36,7.75,8.75,-1.0,0.12903225806451624
1995-11-16,1.36,7.75,8.75,-1.0,0.12903225806451624
1995-11-17,1.35,7.75,8.75,-1.0,0.12903225806451624
1995-11-20,1.35,7.75,8.75,-1.0,0.12903225806451624
1995-11-21,1.35,7.75,8.75,-1.0,0.12903225806451624
1995-11-22,1.35,7.75,8.75,-1.0,0.12903225806451624
1995-11-27,1.35,7.75,8.75,-1.0,0.12903225806451624
1995-11-28,1.36,7.75,8.75,-1.0,0.12903225806451624
1995-11-29,1.36,7.75,8.75,-1.0,0.12903225806451624
1995-11-30,1.36,7.75,8.75,-1.0,0.12903225806451624
1995-12-01,1.37,7.75,8.75,-1.0,0.12903225806451624
1995-12-04,1.37,7.75,8.75,-1.0,0.12903225806451624
1995-12-05,1.37,7.75,8.75,-1.0,0.12903225806451624
1995-12-06,1.37,7.75,8.75,-1.0,0.12903225806451624
1995-12-07,1.37,7.75,8.75,-1.0,0.12903225806451624
1995-12-08,1.38,7.75,8.75,-1.0,0.12903225806451624
1995-12-11,1.38,7.75,8.75,-1.0,0.12903225806451624
1995-12-12,1.38,7.75,8.75,-1.0,0.12903225806451624
1995-12-13,1.38,7.75,8.75,-1.0,0.12903225806451624
1995-12-14,1.37,7.75,8.75,-1.0,0.12903225806451624
1995-12-15,1.37,7.75,8.75,-1.0,0.12903225806451624
1995-12-18,1.38,7.75,8.75,-1.0,0.12903225806451624
1995-12-19,1.38,7.75,8.75,-1.0,0.12903225806451624
1995-12-20,1.37,7.5,8.5,-1.0,0.1333333333333333
1995-12-21,1.36,7.5,8.5,-1.0,0.1333333333333333
1995-12-22,1.36,7.5,8.5,-1.0,0.1333333333333333
1995-12-27,1.36,7.5,8.5,-1.0,0.1333333333333333
1995-12-28,1.36,7.5,8.5,-1.0,0.1333333333333333
1995-12-29,1.37,7.5,8.5,-1.0,0.1333333333333333
1996-01-02,1.36,7.5,8.5,-1.0,0.1333333333333333
1996-01-03,1.35,7.5,8.5,-1.0,0.1333333333333333
1996-01-04,1.35,7.5,8.5,-1.0,0.1333333333333333
1996-01-05,1.36,7.5,8.5,-1.0,0.1333333333333333
1996-01-09,1.36,7.0,8.5,-1.5,0.2142857142857142
1996-01-10,1.36,7.5,8.5,-1.0,0.1333333333333333
1996-01-11,1.36,7.5,8.5,-1.0,0.1333333333333333
1996-01-12,1.36,7.5,8.5,-1.0,0.1333333333333333
1996-01-16,1.37,7.5,8.5,-1.0,0.1333333333333333
1996-01-17,1.37,7.5,8.5,-1.0,0.1333333333333333
1996-01-18,1.36,7.5,8.5,-1.0,0.1333333333333333
1996-01-19,1.37,7.5,8.5,-1.0,0.1333333333333333
1996-01-22,1.37,7.5,8.5,-1.0,0.1333333333333333
1996-01-23,1.37,7.5,8.5,-1.0,0.1333333333333333
1996-01-24,1.37,7.5,8.5,-1.0,0.1333333333333333
1996-01-25,1.38,7.5,8.5,-1.0,0.1333333333333333
1996-01-26,1.38,7.5,8.5,-1.0,0.1333333333333333
1996-01-29,1.38,7.25,8.5,-1.25,0.17241379310344818
1996-01-30,1.38,7.25,8.5,-1.25,0.17241379310344818
1996-01-31,1.37,7.25,8.5,-1.25,0.17241379310344818
1996-02-01,1.37,7.0,8.25,-1.25,0.1785714285714286
1996-02-02,1.37,7.0,8.25,-1.25,0.1785714285714286
1996-02-05,1.38,7.0,8.25,-1.25,0.1785714285714286
1996-02-06,1.37,7.0,8.25,-1.25,0.1785714285714286
1996-02-07,1.37,7.0,8.25,-1.25,0.1785714285714286
1996-02-08,1.37,7.0,8.25,-1.25,0.1785714285714286
1996-02-09,1.37,7.0,8.25,-1.25,0.1785714285714286
1996-02-12,1.37,7.0,8.25,-1.25,0.1785714285714286
1996-02-13,1.37,7.0,8.25,-1.25,0.1785714285714286
1996-02-14,1.38,7.0,8.25,-1.25,0.1785714285714286
1996-02-15,1.38,7.0,8.25,-1.25,0.1785714285714286
1996-02-16,1.38,7.0,8.25,-1.25,0.1785714285714286
1996-02-20,1.38,7.0,8.25,-1.25,0.1785714285714286
1996-02-21,1.38,7.0,8.25,-1.25,0.1785714285714286
1996-02-22,1.38,7.0,8.25,-1.25,0.1785714285714286
1996-02-23,1.38,7.0,8.25,-1.25,0.1785714285714286
1996-02-26,1.38,7.0,8.25,-1.25,0.1785714285714286
1996-02-27,1.37,7.0,8.25,-1.25,0.1785714285714286
1996-02-28,1.37,7.0,8.25,-1.25,0.1785714285714286
1996-02-29,1.37,7.0,8.25,-1.25,0.1785714285714286
1996-03-01,1.37,7.0,8.25,-1.25,0.1785714285714286
1996-03-04,1.37,7.0,8.25,-1.25,0.1785714285714286
1996-03-05,1.37,7.0,8.25,-1.25,0.1785714285714286
1996-03-06,1.37,7.0,8.25,-1.25,0.1785714285714286
1996-03-07,1.37,7.0,8.25,-1.25,0.1785714285714286
1996-03-08,1.37,7.0,8.25,-1.25,0.1785714285714286
1996-03-11,1.37,7.0,8.25,-1.25,0.1785714285714286
1996-03-12,1.37,7.0,8.25,-1.25,0.1785714285714286
1996-03-13,1.37,7.0,8.25,-1.25,0.1785714285714286
1996-03-14,1.37,7.0,8.25,-1.25,0.1785714285714286
1996-03-15,1.36,7.0,8.25,-1.25,0.1785714285714286
1996-03-18,1.36,7.0,8.25,-1.25,0.1785714285714286
1996-03-19,1.36,7.0,8.25,-1.25,0.1785714285714286
1996-03-20,1.36,7.0,8.25,-1.25,0.1785714285714286
1996-03-21,1.36,7.0,8.25,-1.25,0.1785714285714286
1996-03-22,1.36,6.75,8.25,-1.5,0.22222222222222232
1996-03-25,1.36,6.75,8.25,-1.5,0.22222222222222232
1996-03-26,1.36,6.75,8.25,-1.5,0.22222222222222232
1996-03-27,1.36,6.75,8.25,-1.5,0.22222222222222232
1996-03-28,1.36,6.75,8.25,-1.5,0.22222222222222232
1996-03-29,1.36,6.75,8.25,-1.5,0.22222222222222232
1996-04-01,1.35,6.75,8.25,-1.5,0.22222222222222232
1996-04-02,1.36,6.75,8.25,-1.5,0.22222222222222232
1996-04-03,1.36,6.75,8.25,-1.5,0.22222222222222232
1996-04-04,1.36,6.75,8.25,-1.5,0.22222222222222232
1996-04-08,1.36,6.75,8.25,-1.5,0.22222222222222232
1996-04-09,1.36,6.75,8.25,-1.5,0.22222222222222232
1996-04-10,1.36,6.75,8.25,-1.5,0.22222222222222232
1996-04-11,1.36,6.75,8.25,-1.5,0.22222222222222232
1996-04-12,1.36,6.75,8.25,-1.5,0.22222222222222232
1996-04-15,1.36,6.75,8.25,-1.5,0.22222222222222232
1996-04-16,1.36,6.75,8.25,-1.5,0.22222222222222232
1996-04-17,1.36,6.75,8.25,-1.5,0.22222222222222232
1996-04-18,1.36,6.75,8.25,-1.5,0.22222222222222232
1996-04-19,1.36,6.5,8.25,-1.75,0.26923076923076916
1996-04-22,1.36,6.5,8.25,-1.75,0.26923076923076916
1996-04-23,1.36,6.5,8.25,-1.75,0.26923076923076916
1996-04-24,1.36,6.5,8.25,-1.75,0.26923076923076916
1996-04-25,1.36,6.5,8.25,-1.75,0.26923076923076916
1996-04-26,1.36,6.5,8.25,-1.75,0.26923076923076916
1996-04-29,1.36,6.5,8.25,-1.75,0.26923076923076916
1996-04-30,1.36,6.5,8.25,-1.75,0.26923076923076916
1996-05-01,1.36,6.5,8.25,-1.75,0.26923076923076916
1996-05-02,1.36,6.5,8.25,-1.75,0.26923076923076916
1996-05-03,1.36,6.5,8.25,-1.75,0.26923076923076916
1996-05-06,1.37,6.5,8.25,-1.75,0.26923076923076916
1996-05-07,1.37,6.5,8.25,-1.75,0.26923076923076916
1996-05-08,1.37,6.5,8.25,-1.75,0.26923076923076916
1996-05-09,1.37,6.5,8.25,-1.75,0.26923076923076916
1996-05-10,1.37,6.5,8.25,-1.75,0.26923076923076916
1996-05-13,1.37,6.5,8.25,-1.75,0.26923076923076916
1996-05-14,1.37,6.5,8.25,-1.75,0.26923076923076916
1996-05-15,1.37,6.5,8.25,-1.75,0.26923076923076916
1996-05-16,1.37,6.5,8.25,-1.75,0.26923076923076916
1996-05-17,1.37,6.5,8.25,-1.75,0.26923076923076916
1996-05-21,1.37,6.5,8.25,-1.75,0.26923076923076916
1996-05-22,1.37,6.5,8.25,-1.75,0.26923076923076916
1996-05-23,1.38,6.5,8.25,-1.75,0.26923076923076916
1996-05-24,1.37,6.5,8.25,-1.75,0.26923076923076916
1996-05-28,1.38,6.5,8.25,-1.75,0.26923076923076916
1996-05-29,1.37,6.5,8.25,-1.75,0.26923076923076916
1996-05-30,1.37,6.5,8.25,-1.75,0.26923076923076916
1996-05-31,1.37,6.5,8.25,-1.75,0.26923076923076916
1996-06-03,1.37,6.5,8.25,-1.75,0.26923076923076916
1996-06-04,1.37,6.5,8.25,-1.75,0.26923076923076916
1996-06-05,1.37,6.5,8.25,-1.75,0.26923076923076916
1996-06-06,1.36,6.5,8.25,-1.75,0.26923076923076916
1996-06-07,1.37,6.5,8.25,-1.75,0.26923076923076916
1996-06-10,1.36,6.5,8.25,-1.75,0.26923076923076916
1996-06-11,1.37,6.5,8.25,-1.75,0.26923076923076916
1996-06-12,1.37,6.5,8.25,-1.75,0.26923076923076916
1996-06-13,1.37,6.5,8.25,-1.75,0.26923076923076916
1996-06-14,1.37,6.5,8.25,-1.75,0.26923076923076916
1996-06-17,1.37,6.5,8.25,-1.75,0.26923076923076916
1996-06-18,1.37,6.5,8.25,-1.75,0.26923076923076916
1996-06-19,1.37,6.5,8.25,-1.75,0.26923076923076916
1996-06-20,1.37,6.5,8.25,-1.75,0.26923076923076916
1996-06-21,1.37,6.5,8.25,-1.75,0.26923076923076916
1996-06-24,1.36,6.5,8.25,-1.75,0.26923076923076916
1996-06-25,1.36,6.5,8.25,-1.75,0.26923076923076916
1996-06-26,1.36,6.5,8.25,-1.75,0.26923076923076916
1996-06-27,1.36,6.5,8.25,-1.75,0.26923076923076916
1996-06-28,1.37,6.5,8.25,-1.75,0.26923076923076916
1996-07-02,1.36,6.5,8.25,-1.75,0.26923076923076916
1996-07-03,1.36,6.5,8.25,-1.75,0.26923076923076916
1996-07-08,1.37,6.5,8.25,-1.75,0.26923076923076916
1996-07-09,1.37,6.5,8.25,-1.75,0.26923076923076916
1996-07-10,1.37,6.5,8.25,-1.75,0.26923076923076916
1996-07-11,1.37,6.5,8.25,-1.75,0.26923076923076916
1996-07-12,1.37,6.5,8.25,-1.75,0.26923076923076916
1996-07-15,1.37,6.5,8.25,-1.75,0.26923076923076916
1996-07-16,1.37,6.5,8.25,-1.75,0.26923076923076916
1996-07-17,1.37,6.5,8.25,-1.75,0.26923076923076916
1996-07-18,1.37,6.5,8.25,-1.75,0.26923076923076916
1996-07-19,1.37,6.5,8.25,-1.75,0.26923076923076916
1996-07-22,1.37,6.5,8.25,-1.75,0.26923076923076916
1996-07-23,1.37,6.25,8.25,-2.0,0.32000000000000006
1996-07-24,1.37,6.25,8.25,-2.0,0.32000000000000006
1996-07-25,1.37,6.25,8.25,-2.0,0.32000000000000006
1996-07-26,1.37,6.25,8.25,-2.0,0.32000000000000006
1996-07-29,1.37,6.25,8.25,-2.0,0.32000000000000006
1996-07-30,1.37,6.25,8.25,-2.0,0.32000000000000006
1996-07-31,1.37,6.25,8.25,-2.0,0.32000000000000006
1996-08-01,1.37,6.25,8.25,-2.0,0.32000000000000006
1996-08-02,1.38,6.25,8.25,-2.0,0.32000000000000006
1996-08-06,1.37,6.25,8.25,-2.0,0.32000000000000006
1996-08-07,1.37,6.25,8.25,-2.0,0.32000000000000006
1996-08-08,1.37,6.25,8.25,-2.0,0.32000000000000006
1996-08-09,1.37,6.25,8.25,-2.0,0.32000000000000006
1996-08-12,1.37,6.0,8.25,-2.25,0.375
1996-08-13,1.37,6.0,8.25,-2.25,0.375
1996-08-14,1.37,6.0,8.25,-2.25,0.375
1996-08-15,1.38,6.0,8.25,-2.25,0.375
1996-08-16,1.37,6.0,8.25,-2.25,0.375
1996-08-19,1.37,6.0,8.25,-2.25,0.375
1996-08-20,1.37,6.0,8.25,-2.25,0.375
1996-08-21,1.37,6.0,8.25,-2.25,0.375
1996-08-22,1.37,6.0,8.25,-2.25,0.375
1996-08-23,1.37,5.75,8.25,-2.5,0.4347826086956521
1996-08-26,1.37,5.75,8.25,-2.5,0.4347826086956521
1996-08-27,1.37,5.75,8.25,-2.5,0.4347826086956521
1996-08-28,1.37,5.75,8.25,-2.5,0.4347826086956521
1996-08-29,1.37,5.75,8.25,-2.5,0.4347826086956521
1996-08-30,1.37,5.75,8.25,-2.5,0.4347826086956521
1996-09-03,1.37,5.75,8.25,-2.5,0.4347826086956521
1996-09-04,1.37,5.75,8.25,-2.5,0.4347826086956521
1996-09-05,1.37,5.75,8.25,-2.5,0.4347826086956521
1996-09-06,1.37,5.75,8.25,-2.5,0.4347826086956521
1996-09-09,1.37,5.75,8.25,-2.5,0.4347826086956521
1996-09-10,1.37,5.75,8.25,-2.5,0.4347826086956521
1996-09-11,1.37,5.75,8.25,-2.5,0.4347826086956521
1996-09-12,1.37,5.75,8.25,-2.5,0.4347826086956521
1996-09-13,1.37,5.75,8.25,-2.5,0.4347826086956521
1996-09-16,1.37,5.75,8.25,-2.5,0.4347826086956521
1996-09-17,1.37,5.75,8.25,-2.5,0.4347826086956521
1996-09-18,1.37,5.75,8.25,-2.5,0.4347826086956521
1996-09-19,1.37,5.75,8.25,-2.5,0.4347826086956521
1996-09-20,1.37,5.75,8.25,-2.5,0.4347826086956521
1996-09-23,1.37,5.75,8.25,-2.5,0.4347826086956521
1996-09-24,1.37,5.75,8.25,-2.5,0.4347826086956521
1996-09-25,1.37,5.75,8.25,-2.5,0.4347826086956521
1996-09-26,1.37,5.75,8.25,-2.5,0.4347826086956521
1996-09-27,1.36,5.75,8.25,-2.5,0.4347826086956521
1996-09-30,1.36,5.75,8.25,-2.5,0.4347826086956521
1996-10-01,1.36,5.75,8.25,-2.5,0.4347826086956521
1996-10-02,1.36,5.75,8.25,-2.5,0.4347826086956521
1996-10-03,1.36,5.5,8.25,-2.75,0.5
1996-10-04,1.36,5.5,8.25,-2.75,0.5
1996-10-07,1.35,5.5,8.25,-2.75,0.5
1996-10-08,1.35,5.5,8.25,-2.75,0.5
1996-10-09,1.35,5.5,8.25,-2.75,0.5
1996-10-10,1.35,5.5,8.25,-2.75,0.5
1996-10-11,1.35,5.5,8.25,-2.75,0.5
1996-10-15,1.35,5.5,8.25,-2.75,0.5
1996-10-16,1.36,5.5,8.25,-2.75,0.5
1996-10-17,1.35,5.25,8.25,-3.0,0.5714285714285714
1996-10-18,1.35,5.25,8.25,-3.0,0.5714285714285714
1996-10-23,1.34,5.25,8.25,-3.0,0.5714285714285714
1996-10-24,1.35,5.25,8.25,-3.0,0.5714285714285714
1996-10-25,1.34,5.25,8.25,-3.0,0.5714285714285714
1996-10-28,1.34,5.25,8.25,-3.0,0.5714285714285714
1996-10-29,1.35,5.0,8.25,-3.25,0.6499999999999999
1996-10-30,1.34,5.0,8.25,-3.25,0.6499999999999999
1996-10-31,1.34,5.0,8.25,-3.25,0.6499999999999999
1996-11-01,1.33,5.0,8.25,-3.25,0.6499999999999999
1996-11-04,1.34,5.0,8.25,-3.25,0.6499999999999999
1996-11-05,1.33,5.0,8.25,-3.25,0.6499999999999999
1996-11-06,1.33,5.0,8.25,-3.25,0.6499999999999999
1996-11-07,1.33,5.0,8.25,-3.25,0.6499999999999999
1996-11-08,1.33,5.0,8.25,-3.25,0.6499999999999999
1996-11-12,1.34,4.75,8.25,-3.5,0.736842105263158
1996-11-13,1.33,4.75,8.25,-3.5,0.736842105263158
1996-11-14,1.33,4.75,8.25,-3.5,0.736842105263158
1996-11-15,1.34,4.75,8.25,-3.5,0.736842105263158
1996-11-18,1.34,4.75,8.25,-3.5,0.736842105263158
1996-11-19,1.34,4.75,8.25,-3.5,0.736842105263158
1996-11-20,1.34,4.75,8.25,-3.5,0.736842105263158
1996-11-21,1.34,4.75,8.25,-3.5,0.736842105263158
1996-11-22,1.34,4.75,8.25,-3.5,0.736842105263158
1996-11-25,1.34,4.75,8.25,-3.5,0.736842105263158
1996-11-26,1.34,4.75,8.25,-3.5,0.736842105263158
1996-11-27,1.35,4.75,8.25,-3.5,0.736842105263158
1996-12-02,1.35,4.75,8.25,-3.5,0.736842105263158
1996-12-03,1.35,4.75,8.25,-3.5,0.736842105263158
1996-12-04,1.35,4.75,8.25,-3.5,0.736842105263158
1996-12-05,1.36,4.75,8.25,-3.5,0.736842105263158
1996-12-06,1.36,4.75,8.25,-3.5,0.736842105263158
1996-12-09,1.36,4.75,8.25,-3.5,0.736842105263158
1996-12-10,1.36,4.75,8.25,-3.5,0.736842105263158
1996-12-11,1.36,4.75,8.25,-3.5,0.736842105263158
1996-12-12,1.36,4.75,8.25,-3.5,0.736842105263158
1996-12-13,1.36,4.75,8.25,-3.5,0.736842105263158
1996-12-16,1.37,4.75,8.25,-3.5,0.736842105263158
1996-12-17,1.37,4.75,8.25,-3.5,0.736842105263158
1996-12-18,1.37,4.75,8.25,-3.5,0.736842105263158
1996-12-19,1.37,4.75,8.25,-3.5,0.736842105263158
1996-12-20,1.37,4.75,8.25,-3.5,0.736842105263158
1996-12-23,1.37,4.75,8.25,-3.5,0.736842105263158
1996-12-24,1.37,4.75,8.25,-3.5,0.736842105263158
1996-12-27,1.37,4.75,8.25,-3.5,0.736842105263158
1996-12-30,1.37,4.75,8.25,-3.5,0.736842105263158
1996-12-31,1.37,4.75,8.25,-3.5,0.736842105263158
1997-01-02,1.37,4.75,8.25,-3.5,0.736842105263158
1997-01-03,1.37,4.75,8.25,-3.5,0.736842105263158
1997-01-06,1.37,4.75,8.25,-3.5,0.736842105263158
1997-01-07,1.36,4.75,8.25,-3.5,0.736842105263158
1997-01-08,1.35,4.75,8.25,-3.5,0.736842105263158
1997-01-09,1.35,4.75,8.25,-3.5,0.736842105263158
1997-01-10,1.35,4.75,8.25,-3.5,0.736842105263158
1997-01-13,1.35,4.75,8.25,-3.5,0.736842105263158
1997-01-14,1.35,4.75,8.25,-3.5,0.736842105263158
1997-01-15,1.34,4.75,8.25,-3.5,0.736842105263158
1997-01-16,1.34,4.75,8.25,-3.5,0.736842105263158
1997-01-17,1.34,4.75,8.25,-3.5,0.736842105263158
1997-01-21,1.34,4.75,8.25,-3.5,0.736842105263158
1997-01-22,1.34,4.75,8.25,-3.5,0.736842105263158
1997-01-23,1.34,4.75,8.25,-3.5,0.736842105263158
1997-01-24,1.35,4.75,8.25,-3.5,0.736842105263158
1997-01-27,1.34,4.75,8.25,-3.5,0.736842105263158
1997-01-28,1.34,4.75,8.25,-3.5,0.736842105263158
1997-01-29,1.35,4.75,8.25,-3.5,0.736842105263158
1997-01-30,1.35,4.75,8.25,-3.5,0.736842105263158
1997-01-31,1.35,4.75,8.25,-3.5,0.736842105263158
1997-02-03,1.34,4.75,8.25,-3.5,0.736842105263158
1997-02-04,1.34,4.75,8.25,-3.5,0.736842105263158
1997-02-05,1.34,4.75,8.25,-3.5,0.736842105263158
1997-02-06,1.35,4.75,8.25,-3.5,0.736842105263158
1997-02-07,1.35,4.75,8.25,-3.5,0.736842105263158
1997-02-10,1.35,4.75,8.25,-3.5,0.736842105263158
1997-02-11,1.36,4.75,8.25,-3.5,0.736842105263158
1997-02-12,1.36,4.75,8.25,-3.5,0.736842105263158
1997-02-13,1.35,4.75,8.25,-3.5,0.736842105263158
1997-02-14,1.35,4.75,8.25,-3.5,0.736842105263158
1997-02-18,1.36,4.75,8.25,-3.5,0.736842105263158
1997-02-19,1.36,4.75,8.25,-3.5,0.736842105263158
1997-02-20,1.36,4.75,8.25,-3.5,0.736842105263158
1997-02-21,1.36,4.75,8.25,-3.5,0.736842105263158
1997-02-24,1.36,4.75,8.25,-3.5,0.736842105263158
1997-02-25,1.36,4.75,8.25,-3.5,0.736842105263158
1997-02-26,1.37,4.75,8.25,-3.5,0.736842105263158
1997-02-27,1.37,4.75,8.25,-3.5,0.736842105263158
1997-02-28,1.37,4.75,8.25,-3.5,0.736842105263158
1997-03-03,1.37,4.75,8.25,-3.5,0.736842105263158
1997-03-04,1.37,4.75,8.25,-3.5,0.736842105263158
1997-03-05,1.37,4.75,8.25,-3.5,0.736842105263158
1997-03-06,1.36,4.75,8.25,-3.5,0.736842105263158
1997-03-07,1.37,4.75,8.25,-3.5,0.736842105263158
1997-03-10,1.37,4.75,8.25,-3.5,0.736842105263158
1997-03-11,1.37,4.75,8.25,-3.5,0.736842105263158
